Date,Year,Month,Day,Season,Country,City,Temperature_C,Humidity_%,WindSpeed_mps,Pressure_hPa,Rainfall_mm,Visibility_km,UV_Index,PM2_5,PM10,NO2,SO2,CO,Ozone,NH3,Aerosol_Optical_Depth,Traffic_Density,Industrial_Activity,Green_Cover_%,Population_Density,AQI,AQI_Category
2024-03-16,2024,3,16,Summer,Brazil,Rio de Janeiro,10.7,95.0,7.2,993.2,3.4,5.7,7.1,113.39999999999999,67.1,33.6,13.6,2.37,30.0,10.4,0.72,81,51,21,22502,500,Hazardous
2024-09-26,2024,9,26,Autumn,China,Beijing,17.1,36.0,1.6,1026.5,7.3,8.1,6.6,7.3,32.7,52.2,18.3,2.3,17.8,17.5,0.35,73,38,42,13354,90,Moderate
2024-12-15,2024,12,15,Winter,France,Nice,22.6,70.0,4.2,1007.5,10.9,6.6,5.8,28.9,45.4,26.0,14.6,1.93,23.6,6.4,0.42,76,98,14,18767,133,Unhealthy for Sensitive Groups
2024-04-03,2024,4,3,Summer,USA,New York,15.7,59.0,2.7,1011.4,0.0,3.7,5.3,9.9,34.8,43.5,13.7,2.41,49.6,6.4,0.62,60,90,6,19828,109,Unhealthy for Sensitive Groups
2024-04-16,2024,4,16,Summer,Australia,Sydney,26.7,38.0,11.0,1015.2,3.1,9.6,3.3,23.2,37.0,18.3,11.0,2.4,32.1,6.3,0.94,22,71,57,6512,88,Moderate
2025-05-27,2025,5,27,Summer,China,Wuhan,15.2,59.0,9.1,994.8,10.7,10.0,6.8,60.3,87.0,38.6,10.8,1.77,47.7,12.8,0.85,43,100,38,10786,227,Very Unhealthy
2024-08-16,2024,8,16,Monsoon,Australia,Adelaide,26.3,43.0,2.4,1006.1,0.0,7.6,8.6,14.4,44.7,28.9,11.1,1.53,48.5,7.4,0.49,33,93,53,10367,91,Moderate
2025-12-02,2025,12,2,Winter,Canada,Calgary,28.2,94.0,6.2,1002.4,5.8,7.2,5.1,48.0,75.1,37.6,7.0,1.84,36.2,18.5,0.58,67,50,63,5231,185,Unhealthy
2024-01-06,2024,1,6,Winter,France,Toulouse,29.4,90.0,2.7,1006.7,0.6,8.8,5.4,48.3,60.1,20.6,9.1,1.55,21.6,24.1,0.15,69,42,17,9975,173,Unhealthy
2024-06-14,2024,6,14,Monsoon,Germany,Munich,29.1,41.0,5.5,1006.1,4.7,6.3,2.2,41.8,80.1,23.6,12.5,1.46,38.8,11.6,0.42,96,73,64,19323,171,Unhealthy
2025-04-14,2025,4,14,Summer,Japan,Sapporo,6.8,37.0,3.0,1005.8,0.0,6.2,4.8,31.7,63.3,16.4,9.3,2.3,51.7,20.4,0.24,49,87,9,14019,146,Unhealthy for Sensitive Groups
2024-09-24,2024,9,24,Autumn,Canada,Calgary,25.4,92.0,1.8,1004.1,11.6,8.5,7.5,28.9,63.2,33.5,12.0,2.43,41.3,20.0,0.39,88,30,57,8172,143,Unhealthy for Sensitive Groups
2024-07-01,2024,7,1,Monsoon,Japan,Osaka,31.5,81.0,1.2,1010.3,3.9,8.7,4.7,50.8,68.1,24.5,9.6,1.97,43.4,8.6,0.76,35,66,22,22222,187,Unhealthy
2024-08-29,2024,8,29,Monsoon,South Africa,Pretoria,18.2,73.0,0.8,1010.5,10.5,7.2,5.2,72.7,90.9,,7.9,0.98,20.1,7.7,0.49,84,52,59,6192,253,Very Unhealthy
2024-08-22,2024,8,22,Monsoon,Brazil,Salvador,31.2,36.0,2.4,1014.2,0.0,8.8,5.9,41.6,61.3,34.4,7.3,1.41,18.5,18.8,0.85,74,33,33,4171,164,Unhealthy
2025-07-03,2025,7,3,Monsoon,South Africa,Bloemfontein,34.6,82.0,1.7,998.2,8.1,5.8,4.2,48.7,77.6,32.4,17.3,0.87,31.5,22.3,0.46,83,78,51,12779,192,Unhealthy
2025-06-10,2025,6,10,Monsoon,India,Mumbai,22.7,75.0,9.3,1011.2,0.0,7.6,4.0,80.8,114.5,52.1,13.0,1.46,37.1,13.2,0.57,79,40,28,3932,304,Hazardous
2024-09-10,2024,9,10,Autumn,Australia,Brisbane,32.0,51.0,2.9,1014.5,0.0,3.5,4.3,14.7,40.6,22.4,7.3,2.19,21.4,4.4,0.22,48,67,55,21337,75,Moderate
2025-02-02,2025,2,2,Winter,Canada,Ottawa,22.7,75.0,11.2,1017.8,12.7,5.1,5.0,23.7,57.1,19.1,8.5,2.43,34.9,16.9,0.29,44,51,62,16738,103,Unhealthy for Sensitive Groups
2024-06-30,2024,6,30,Monsoon,South Africa,Johannesburg,31.5,77.0,8.4,1002.1,0.0,9.1,5.4,10.8,22.5,33.3,17.1,2.23,30.2,20.4,0.46,30,88,42,8021,73,Moderate
2024-02-04,2024,2,4,Winter,Canada,Montreal,20.7,48.0,7.7,1021.1,4.2,11.2,2.1,23.2,54.2,25.6,6.6,0.6,35.4,28.8,0.43,23,45,43,6496,107,Unhealthy for Sensitive Groups
2024-05-05,2024,5,5,Summer,China,Shanghai,26.2,88.0,6.3,1007.1,,6.9,8.6,41.5,59.0,32.8,16.2,1.62,29.9,17.1,0.49,38,33,28,10556,164,Unhealthy
2025-02-11,2025,2,11,Winter,Germany,Berlin,20.9,58.0,7.2,1008.6,0.0,7.7,10.4,39.8,60.6,23.7,9.8,1.53,37.4,12.0,0.19,47,44,41,3131,152,Unhealthy
2024-01-12,2024,1,12,Winter,China,Shanghai,23.6,68.0,10.3,1015.8,0.4,5.3,5.2,79.6,112.5,36.7,18.2,0.88,47.8,17.9,0.28,74,85,41,18871,289,Very Unhealthy
2024-11-03,2024,11,3,Autumn,USA,Chicago,29.3,69.0,6.4,996.4,0.0,6.7,6.8,43.9,81.5,45.9,14.0,1.41,37.4,20.3,0.5,91,82,12,5588,209,Very Unhealthy
2025-08-10,2025,8,10,Monsoon,Australia,Adelaide,22.3,37.0,1.6,1012.7,0.0,8.1,7.0,69.6,44.5,34.1,11.5,1.96,53.4,17.5,0.17,31,72,19,19992,500,Hazardous
2024-03-07,2024,3,7,Summer,South Africa,Cape Town,14.3,51.0,7.3,1012.7,0.0,4.8,9.6,60.1,94.5,25.8,13.9,0.57,34.6,9.5,1.09,47,44,53,2927,213,Very Unhealthy
2024-08-17,2024,8,17,Monsoon,France,Marseille,18.0,75.0,5.6,1016.2,0.0,7.4,2.5,13.1,31.4,29.3,9.7,0.57,48.8,24.1,0.56,51,24,43,21963,88,Moderate
2024-07-06,2024,7,6,Monsoon,India,Hyderabad,18.8,79.0,10.6,1014.5,0.0,10.0,6.4,62.4,80.8,50.7,22.4,1.36,42.2,14.4,0.64,59,30,23,21120,249,Very Unhealthy
2024-07-11,2024,7,11,Monsoon,Japan,Nagoya,19.3,59.0,10.1,1023.9,6.0,6.8,5.3,42.7,56.5,23.8,8.8,1.07,27.1,23.5,0.59,80,26,9,21316,168,Unhealthy
2024-06-15,2024,6,15,Monsoon,China,Wuhan,22.5,68.0,4.7,1005.5,1.4,5.6,12.1,50.8,74.6,47.7,20.4,2.12,28.0,24.7,0.24,92,69,22,1765,218,Very Unhealthy
2025-08-17,2025,8,17,Monsoon,South Africa,Cape Town,25.8,85.0,10.0,1030.9,7.7,6.7,5.1,13.2,45.0,21.0,10.2,2.38,49.3,3.0,0.15,20,39,15,18323,91,Moderate
2024-07-13,2024,7,13,Monsoon,Germany,Cologne,28.0,59.0,3.1,1015.7,0.0,6.7,6.3,26.7,48.3,23.1,8.3,1.13,30.5,28.2,0.38,62,100,38,10716,117,Unhealthy for Sensitive Groups
2025-10-15,2025,10,15,Autumn,Japan,Kyoto,24.3,56.0,4.4,1006.8,4.7,11.7,6.1,15.3,33.5,20.7,13.5,2.25,45.5,9.0,0.67,38,63,39,20739,86,Moderate
2025-03-02,2025,3,2,Summer,Brazil,Brasilia,25.2,88.0,7.5,1000.8,10.6,8.7,5.5,60.2,83.4,43.0,9.9,2.08,46.0,15.2,0.51,100,77,17,5715,245,Very Unhealthy
2025-12-13,2025,12,13,Winter,Japan,Kyoto,28.9,75.0,0.8,1033.9,9.2,7.0,8.0,41.9,52.8,27.9,10.6,1.34,36.3,17.1,0.5,52,39,41,9506,157,Unhealthy
2024-01-02,2024,1,2,Winter,USA,Houston,19.3,83.0,8.0,1007.6,8.8,7.3,7.0,50.1,83.2,35.6,12.4,1.68,37.0,22.3,0.48,65,36,57,9211,195,Unhealthy
2025-02-08,2025,2,8,Winter,South Africa,Johannesburg,25.7,64.0,5.2,1014.8,11.5,8.6,3.8,99.7,136.3,41.9,10.7,0.55,27.3,24.9,1.07,81,28,57,15610,335,Hazardous
2025-09-01,2025,9,1,Autumn,USA,Houston,30.6,73.0,2.9,1017.1,4.0,13.3,5.8,45.3,70.1,30.1,20.2,1.27,40.1,16.0,0.42,33,96,27,13057,181,Unhealthy
2024-10-30,2024,10,30,Autumn,India,Bengaluru,11.6,78.0,10.3,1013.3,0.0,10.9,8.7,43.4,59.7,38.6,17.5,0.44,27.8,25.4,0.5,83,25,57,1663,173,Unhealthy
2025-05-10,2025,5,10,Summer,Canada,Calgary,24.4,50.0,3.9,1009.1,6.0,6.7,3.4,54.4,92.3,27.6,9.1,2.28,29.6,20.1,0.61,54,22,7,24342,212,Very Unhealthy
2025-06-21,2025,6,21,Monsoon,Germany,Hamburg,10.3,39.0,8.4,1031.8,5.7,7.4,4.9,25.5,36.1,32.8,11.2,1.67,51.1,13.9,0.1,49,99,53,22141,119,Unhealthy for Sensitive Groups
2025-02-15,2025,2,15,Winter,China,Guangzhou,25.4,41.0,9.1,1030.3,0.0,9.2,5.5,78.5,104.3,39.8,15.1,0.68,45.6,18.6,0.36,36,100,38,24930,276,Very Unhealthy
2024-03-05,2024,3,5,Summer,India,Delhi,26.1,66.0,7.6,1014.0,1.2,8.9,3.5,68.1,79.1,36.0,21.2,0.82,14.6,15.0,0.35,44,98,68,20935,220,Very Unhealthy
2024-03-09,2024,3,9,Summer,Canada,Toronto,9.9,59.0,5.2,1018.7,4.7,10.4,4.5,68.4,91.6,26.6,10.6,1.53,50.9,19.5,0.85,94,39,14,13873,256,Very Unhealthy
2025-11-19,2025,11,19,Autumn,France,Nice,19.7,67.0,4.9,1026.5,4.4,7.4,6.7,41.4,79.2,28.9,12.1,1.97,25.0,15.6,0.84,70,78,23,22571,175,Unhealthy
2024-12-26,2024,12,26,Winter,Australia,Perth,21.0,70.0,8.3,1015.4,,9.7,7.9,43.8,70.5,20.0,13.7,0.76,34.4,15.2,0.47,20,74,21,20424,164,Unhealthy
2025-02-24,2025,2,24,Winter,Brazil,Sao Paulo,28.7,35.0,10.0,1008.6,0.0,6.6,4.1,55.8,86.6,41.7,10.6,1.86,32.0,20.0,0.42,80,23,19,3520,226,Very Unhealthy
2024-02-20,2024,2,20,Winter,China,Beijing,35.9,55.0,3.4,1008.9,4.6,9.4,9.2,18.7,42.2,42.4,16.3,1.04,35.6,21.6,0.28,62,58,9,15565,126,Unhealthy for Sensitive Groups
2025-06-30,2025,6,30,Monsoon,India,Chennai,22.5,70.0,9.9,1017.8,4.2,5.2,2.6,37.2,52.3,52.1,17.2,1.47,41.9,18.2,0.39,86,39,51,9697,175,Unhealthy
2024-07-15,2024,7,15,Monsoon,Japan,Nagoya,22.1,88.0,4.7,1011.6,13.7,7.0,4.7,31.7,68.7,31.8,14.4,1.92,36.6,18.2,0.49,43,98,12,11555,154,Unhealthy
2024-12-12,2024,12,12,Winter,Brazil,Brasilia,35.9,57.0,8.3,1021.5,3.2,9.0,1.7,91.6,125.0,41.5,13.3,1.96,30.3,24.3,0.75,88,76,9,17945,329,Hazardous
2025-09-01,2025,9,1,Autumn,Canada,Calgary,31.6,86.0,11.3,1015.1,1.5,6.7,4.7,28.0,42.0,22.7,11.1,0.39,26.9,26.7,0.59,30,100,35,14956,111,Unhealthy for Sensitive Groups
2025-12-26,2025,12,26,Winter,Canada,Toronto,22.2,75.0,2.9,1022.1,18.3,9.9,7.3,47.4,81.8,29.8,10.4,1.59,39.2,17.5,0.65,63,82,42,6522,188,Unhealthy
2025-04-03,2025,4,3,Summer,Australia,Sydney,37.1,86.0,1.7,1014.1,8.2,9.2,10.7,44.6,64.7,20.3,9.4,1.52,45.9,16.8,0.48,35,31,40,17559,163,Unhealthy
2025-09-02,2025,9,2,Autumn,France,Marseille,30.5,53.0,8.6,1009.9,2.6,7.8,2.2,43.6,77.4,33.3,8.2,1.31,23.9,16.4,0.39,83,21,35,15236,180,Unhealthy
2025-03-05,2025,3,5,Summer,Germany,Cologne,28.4,37.0,2.0,1009.9,0.0,10.4,8.3,32.5,44.0,23.5,13.9,0.49,24.6,19.8,0.6,26,95,40,8332,120,Unhealthy for Sensitive Groups
2025-12-28,2025,12,28,Winter,Germany,Berlin,30.5,45.0,5.3,1013.8,2.9,7.1,7.9,40.1,67.1,30.3,13.5,0.89,25.7,24.5,0.77,69,54,52,20180,159,Unhealthy
2025-09-18,2025,9,18,Autumn,Japan,Osaka,38.4,35.0,5.2,1019.8,9.8,8.6,7.3,37.7,60.0,28.4,9.6,1.95,25.2,10.8,0.25,100,40,68,17148,149,Unhealthy for Sensitive Groups
2024-08-23,2024,8,23,Monsoon,USA,Seattle,43.8,37.0,8.4,1019.3,7.8,10.1,6.7,34.0,64.7,34.3,14.6,1.8,18.0,30.3,0.69,23,64,26,2243,144,Unhealthy for Sensitive Groups
2025-02-09,2025,2,9,Winter,India,Hyderabad,34.2,58.0,4.0,1012.7,11.3,8.4,7.7,99.7,127.6,42.7,13.3,1.17,42.2,5.5,0.93,26,75,64,4567,325,Hazardous
2024-11-18,2024,11,18,Autumn,Canada,Ottawa,19.4,82.0,6.4,1013.6,0.0,8.4,7.5,24.6,36.5,18.3,8.7,0.57,38.6,14.6,0.48,28,50,19,10019,105,Unhealthy for Sensitive Groups
2024-07-22,2024,7,22,Monsoon,Brazil,Curitiba,22.9,73.0,3.8,1016.1,0.0,10.9,8.3,47.3,61.6,30.4,8.1,1.46,31.8,20.3,0.67,74,35,9,16152,187,Unhealthy
2024-09-27,2024,9,27,Autumn,South Africa,Johannesburg,28.6,59.0,4.0,1007.7,0.7,9.0,8.1,58.1,86.7,19.6,18.1,1.08,64.9,19.4,0.69,26,38,20,22034,219,Very Unhealthy
2025-01-20,2025,1,20,Winter,South Africa,Pretoria,11.2,58.0,6.2,1019.9,5.8,8.0,8.1,64.2,103.7,39.1,14.0,2.06,36.8,20.6,0.37,37,86,27,14063,244,Very Unhealthy
2025-01-20,2025,1,20,Winter,France,Lyon,38.9,90.0,4.5,1010.1,1.3,8.0,1.1,5.0,40.0,32.3,11.9,2.42,31.0,12.3,0.53,21,95,41,4341,65,Moderate
2025-06-17,2025,6,17,Monsoon,Japan,Osaka,18.3,87.0,8.2,1009.8,9.4,9.0,3.3,32.1,44.9,29.1,11.7,1.25,55.8,23.2,0.78,74,48,23,19049,151,Unhealthy
2025-12-07,2025,12,7,Winter,South Africa,Pretoria,16.8,68.0,8.8,1010.7,8.2,6.7,7.5,23.6,54.8,37.8,11.2,0.49,7.9,17.1,0.21,30,33,64,21473,104,Unhealthy for Sensitive Groups
2025-07-16,2025,7,16,Monsoon,China,Wuhan,25.1,41.0,10.6,1023.2,7.4,4.2,4.6,67.5,95.9,43.6,18.9,0.62,26.5,25.5,0.36,83,31,29,1121,257,Very Unhealthy
2024-04-29,2024,4,29,Summer,France,Nice,34.1,95.0,5.3,1009.5,5.1,8.1,4.8,59.5,87.4,39.7,7.3,0.76,24.1,18.3,0.47,66,27,68,2665,211,Very Unhealthy
2025-10-15,2025,10,15,Autumn,France,Toulouse,11.8,54.0,11.3,1009.9,0.0,9.4,6.3,31.2,53.9,26.3,11.0,1.17,38.9,11.9,0.57,73,47,54,24586,135,Unhealthy for Sensitive Groups
2024-04-29,2024,4,29,Summer,USA,Seattle,20.2,72.0,10.0,989.0,9.5,7.9,6.5,24.8,36.0,26.8,17.7,2.09,37.0,19.8,0.53,20,95,29,3526,111,Unhealthy for Sensitive Groups
2025-02-19,2025,2,19,Winter,South Africa,Bloemfontein,26.5,53.0,11.4,1022.9,6.4,6.6,5.1,80.5,104.8,21.4,17.1,2.19,21.0,27.4,0.33,38,59,11,11505,266,Very Unhealthy
2025-03-31,2025,3,31,Summer,India,Hyderabad,34.6,40.0,9.3,1025.6,5.1,10.7,10.4,70.0,98.7,48.7,17.2,0.63,41.7,17.1,0.22,50,51,27,13938,267,Very Unhealthy
2025-01-13,2025,1,13,Winter,Canada,Calgary,22.6,79.0,10.6,1006.1,0.5,10.6,6.6,52.9,81.0,28.2,11.2,1.3,18.3,26.1,0.69,60,23,5,856,201,Very Unhealthy
2025-05-09,2025,5,9,Summer,China,Shenzhen,40.9,72.0,3.8,1006.5,0.0,10.2,3.5,56.2,81.0,48.5,16.2,1.82,44.4,18.1,0.31,53,68,62,5062,219,Very Unhealthy
2025-06-11,2025,6,11,Monsoon,France,Nice,22.0,55.0,10.0,1009.8,7.8,8.4,6.1,41.2,64.6,25.8,11.4,0.64,33.8,13.7,0.48,94,51,24,16440,173,Unhealthy
2025-07-07,2025,7,7,Monsoon,Australia,Adelaide,29.9,66.0,7.6,1016.8,9.3,6.0,8.0,30.3,53.7,18.7,12.9,1.09,52.2,21.9,0.21,21,72,65,1406,119,Unhealthy for Sensitive Groups
2025-03-24,2025,3,24,Summer,Germany,Hamburg,27.6,65.0,5.7,1009.4,4.4,6.3,7.2,55.4,75.6,25.2,11.4,1.54,38.3,22.2,0.42,75,78,12,23077,211,Very Unhealthy
2025-02-10,2025,2,10,Winter,Australia,Perth,30.3,36.0,4.2,1022.2,6.2,12.6,5.6,9.9,49.6,25.6,8.9,2.29,40.4,18.5,0.35,21,65,49,12310,76,Moderate
2024-08-16,2024,8,16,Monsoon,China,Wuhan,19.0,60.0,2.2,1011.6,2.7,10.3,6.4,39.0,76.0,23.5,9.1,2.18,28.6,9.4,0.52,47,41,57,24099,150,Unhealthy for Sensitive Groups
2025-04-28,2025,4,28,Summer,Japan,Sapporo,25.0,59.0,5.5,1010.0,8.8,9.6,5.8,52.4,83.2,26.0,8.4,1.75,38.1,4.8,0.1,63,46,22,4819,202,Very Unhealthy
2024-02-11,2024,2,11,Winter,Brazil,Brasilia,29.1,68.0,6.6,1023.2,0.0,8.6,5.3,70.6,95.7,42.7,11.9,1.95,17.2,19.1,0.64,93,93,28,9978,259,Very Unhealthy
2024-08-30,2024,8,30,Monsoon,Brazil,Brasilia,30.2,47.0,11.6,1011.1,7.3,9.6,5.8,44.2,63.1,36.0,14.2,1.02,33.5,11.1,0.69,85,85,51,14776,178,Unhealthy
2024-10-23,2024,10,23,Autumn,Canada,Montreal,15.8,40.0,11.1,1013.5,0.0,8.2,10.5,27.4,43.3,20.4,14.2,1.65,29.6,14.8,0.45,71,94,24,24556,122,Unhealthy for Sensitive Groups
2024-04-26,2024,4,26,Summer,Brazil,Brasilia,40.1,39.0,3.9,1024.0,1.1,7.3,3.5,45.5,69.1,33.1,14.2,1.36,31.8,19.9,0.36,41,71,60,22494,169,Unhealthy
2025-12-15,2025,12,15,Winter,Brazil,Salvador,27.8,78.0,6.0,1017.8,6.4,6.2,5.2,97.9,112.3,24.7,9.1,2.5,41.9,26.8,0.69,43,44,16,17157,315,Hazardous
2024-09-23,2024,9,23,Autumn,Canada,Toronto,18.8,71.0,6.7,1027.6,6.1,5.1,1.5,28.2,51.3,32.5,6.3,1.5,42.1,19.6,0.74,58,20,26,3479,136,Unhealthy for Sensitive Groups
2024-12-03,2024,12,3,Winter,Japan,Sapporo,30.7,76.0,7.6,1013.6,8.2,13.5,6.8,49.7,77.9,25.2,13.9,2.11,35.5,12.8,0.62,67,99,9,5158,198,Unhealthy
2024-03-11,2024,3,11,Summer,China,Guangzhou,12.3,75.0,1.5,1027.4,3.6,8.4,8.0,56.8,80.8,43.8,21.0,2.15,20.4,18.2,0.4,39,65,35,11686,214,Very Unhealthy
2025-07-01,2025,7,1,Monsoon,France,Lyon,10.4,90.0,4.2,1028.3,3.9,8.0,9.5,17.8,40.2,18.0,11.4,1.09,32.5,32.8,0.38,21,64,26,6570,87,Moderate
2025-10-29,2025,10,29,Autumn,France,Nice,39.8,53.0,10.7,1017.6,0.0,3.2,7.3,,46.3,23.7,12.5,1.89,42.4,15.2,0.7,77,84,55,12523,126,Unhealthy for Sensitive Groups
2025-11-16,2025,11,16,Autumn,Japan,Tokyo,21.3,61.0,1.8,1015.4,0.0,8.9,3.5,24.5,58.0,26.4,11.3,1.84,41.5,15.6,0.54,23,94,51,6906,114,Unhealthy for Sensitive Groups
2024-11-21,2024,11,21,Autumn,Germany,Cologne,22.2,63.0,3.9,1007.5,11.2,6.2,6.7,29.7,65.1,27.8,6.9,1.37,47.5,21.9,0.65,25,22,23,24429,140,Unhealthy for Sensitive Groups
2025-09-02,2025,9,2,Autumn,China,Wuhan,29.9,81.0,4.7,1000.9,0.0,9.0,4.6,46.2,60.8,49.7,13.9,0.53,47.0,18.9,0.44,53,59,14,11634,202,Very Unhealthy
2025-08-21,2025,8,21,Monsoon,Germany,Frankfurt,20.1,40.0,2.2,1010.1,11.2,8.3,7.5,29.2,50.2,35.5,9.1,0.97,38.1,18.7,0.5,73,35,38,11349,139,Unhealthy for Sensitive Groups
2025-05-01,2025,5,1,Summer,South Africa,Pretoria,36.8,54.0,10.8,1002.8,8.1,8.2,5.7,37.6,57.1,39.9,17.2,0.98,35.5,21.3,0.71,48,88,62,650,155,Unhealthy
2025-03-05,2025,3,5,Summer,Brazil,Sao Paulo,21.5,43.0,3.9,1006.7,0.0,5.6,9.0,61.5,79.5,31.2,12.6,0.94,27.8,19.2,0.47,69,67,19,10578,224,Very Unhealthy
2025-04-22,2025,4,22,Summer,Germany,Munich,25.0,35.0,4.9,1015.2,1.2,6.5,9.1,19.2,44.9,21.8,8.2,0.52,19.7,16.0,0.65,74,47,64,1190,88,Moderate
2024-11-22,2024,11,22,Autumn,France,Nice,35.5,76.0,9.5,1010.1,0.0,9.9,5.5,49.1,60.2,16.8,6.7,2.24,39.4,21.4,0.48,47,46,10,5412,176,Unhealthy
2025-04-26,2025,4,26,Summer,France,Toulouse,21.8,70.0,11.7,1018.8,10.5,9.4,7.4,43.8,81.2,24.3,5.1,1.28,33.8,19.4,0.33,55,26,15,12523,178,Unhealthy
2025-09-08,2025,9,8,Autumn,USA,Seattle,21.8,53.0,4.1,1006.3,9.3,6.0,8.0,36.5,64.3,27.7,9.1,1.23,32.2,20.1,0.45,46,62,27,23731,152,Unhealthy
2024-12-09,2024,12,9,Winter,India,Chennai,34.9,68.0,7.5,1018.0,8.8,8.4,5.4,61.3,80.1,55.3,19.7,2.06,59.5,16.3,0.76,90,90,31,9554,259,Very Unhealthy
2025-04-11,2025,4,11,Summer,France,Lyon,24.2,69.0,10.1,1015.3,5.8,3.9,4.5,44.3,68.3,20.1,10.4,0.63,28.5,31.1,0.57,46,51,53,22459,156,Unhealthy
2024-03-16,2024,3,16,Summer,Australia,Brisbane,38.2,64.0,2.4,1024.4,0.0,7.5,6.2,54.1,68.6,34.2,8.9,2.03,34.6,17.1,0.45,88,21,56,20955,198,Unhealthy
2024-03-06,2024,3,6,Summer,India,Bengaluru,31.1,81.0,1.1,1015.9,3.5,6.7,1.9,30.4,42.0,47.1,17.3,1.42,43.4,12.2,0.94,59,78,45,5303,148,Unhealthy for Sensitive Groups
2024-07-05,2024,7,5,Monsoon,Canada,Vancouver,9.6,88.0,2.1,1004.4,2.4,11.2,8.2,31.3,50.9,36.4,7.2,2.38,28.1,18.7,0.79,80,27,31,12161,144,Unhealthy for Sensitive Groups
2025-08-06,2025,8,6,Monsoon,China,Wuhan,18.0,92.0,3.6,1019.4,0.0,6.9,4.2,31.9,54.7,59.1,21.2,1.46,33.2,9.9,0.2,69,96,29,2116,171,Unhealthy
2024-06-17,2024,6,17,Monsoon,Japan,Nagoya,23.6,69.0,2.8,1032.7,5.1,7.1,7.6,35.3,70.5,42.5,14.5,1.37,44.8,3.3,0.65,92,88,49,6866,174,Unhealthy
2024-08-02,2024,8,2,Monsoon,India,Mumbai,12.9,38.0,5.2,1005.5,6.0,12.1,5.2,40.9,67.8,49.0,27.0,0.33,36.4,16.7,0.64,99,84,65,2930,188,Unhealthy
2025-07-05,2025,7,5,Monsoon,Germany,Munich,37.9,83.0,11.3,1013.6,6.6,6.6,8.1,18.6,32.2,36.1,14.0,0.51,29.2,28.6,0.66,22,80,68,20446,87,Moderate
2025-06-20,2025,6,20,Monsoon,South Africa,Bloemfontein,21.3,83.0,1.0,1009.9,0.4,8.0,8.0,15.1,49.7,31.1,16.1,0.66,32.6,18.1,0.49,26,78,51,17817,92,Moderate
2024-02-27,2024,2,27,Winter,China,Beijing,30.8,40.0,6.7,1004.7,7.0,8.5,10.0,53.1,64.6,53.8,18.0,2.05,31.6,16.5,0.46,46,85,58,22657,203,Very Unhealthy
2024-01-25,2024,1,25,Winter,Brazil,Rio de Janeiro,42.3,69.0,12.0,1019.9,0.0,9.0,9.0,94.0,105.8,37.8,16.2,1.09,45.3,29.2,0.32,83,71,26,7120,323,Hazardous
2025-09-23,2025,9,23,Autumn,USA,Los Angeles,24.2,59.0,10.4,999.8,0.0,5.9,7.8,30.8,54.7,28.2,15.9,2.29,35.2,21.6,0.63,73,40,69,2806,132,Unhealthy for Sensitive Groups
2024-04-07,2024,4,7,Summer,China,Wuhan,27.8,56.0,4.9,1004.8,10.7,8.7,8.5,76.6,105.1,43.6,17.0,1.1,26.2,20.4,0.58,86,57,62,3787,271,Very Unhealthy
2025-04-27,2025,4,27,Summer,Germany,Frankfurt,29.2,76.0,4.8,1007.5,0.0,9.7,5.4,42.4,56.0,27.4,9.4,2.17,37.9,30.2,0.46,51,43,18,7253,166,Unhealthy
2024-09-22,2024,9,22,Autumn,Australia,Sydney,27.1,80.0,2.3,1011.2,9.9,9.4,9.3,39.7,74.4,28.4,5.9,1.01,26.8,26.5,0.96,96,21,21,22119,173,Unhealthy
2025-08-14,2025,8,14,Monsoon,India,Hyderabad,19.9,50.0,9.2,1007.1,5.6,7.0,5.9,39.9,77.5,54.6,26.4,1.65,59.4,18.1,0.39,26,73,20,1421,203,Very Unhealthy
2024-05-01,2024,5,1,Summer,Canada,Toronto,19.4,66.0,9.1,1013.8,15.3,5.8,4.7,,78.0,32.8,8.1,0.8,42.7,13.2,0.23,80,24,55,12378,192,Unhealthy
2025-06-15,2025,6,15,Monsoon,Japan,Sapporo,28.1,60.0,3.5,1007.7,1.8,8.5,5.2,40.3,65.8,33.3,8.2,1.59,50.2,18.5,0.73,86,70,38,10766,177,Unhealthy
2024-09-07,2024,9,7,Autumn,South Africa,Johannesburg,22.2,77.0,11.8,1003.3,7.2,7.8,6.0,25.9,48.0,31.6,13.2,0.44,34.3,16.2,0.48,84,26,10,6262,139,Unhealthy for Sensitive Groups
2024-11-01,2024,11,1,Autumn,Germany,Cologne,15.2,70.0,6.7,1009.1,10.5,9.4,7.4,8.8,45.3,25.3,9.7,1.96,42.7,1.8,0.51,21,97,18,16378,81,Moderate
2024-04-08,2024,4,8,Summer,Brazil,Curitiba,37.5,37.0,3.8,1008.6,9.7,5.6,5.4,59.5,89.2,32.9,9.6,2.02,40.0,14.6,0.43,38,63,36,20061,218,Very Unhealthy
2024-03-31,2024,3,31,Summer,Australia,Brisbane,13.6,87.0,3.8,1012.4,0.7,8.3,3.6,49.8,61.9,32.9,11.6,1.48,36.6,22.0,0.55,92,56,9,13676,201,Very Unhealthy
2025-12-29,2025,12,29,Winter,India,Chennai,19.4,74.0,3.7,1005.5,0.0,10.7,9.2,46.7,71.1,32.7,12.0,1.89,42.4,21.3,0.42,90,36,65,9847,184,Unhealthy
